date;cod_ibge;Executivo;Legislativo;total
2018-08-01;2304509;49,65;2,61;52,26
2018-12-01;2304509;53,34;;
2019-04-01;2304509;54,36;2,56;56,92
2019-08-01;2304509;57,32;2,64;59,96
2019-12-01;2304509;55,85;2,61;58,46
2020-04-01;2304509;57,40;2,75;60,15
2020-08-01;2304509;55,78;2,73;58,51
2020-12-01;2304509;58,84;2,79;61,63
2021-04-01;2304509;53,45;2,67;56,12
2018-04-01;2304608;59,00;3,21;62,21
2018-08-01;2304608;55,83;1,93;57,76
2018-12-01;2304608;57,74;2,85;60,59
2019-04-01;2304608;53,86;2,69;56,55
2019-08-01;2304608;57,24;2,90;60,14
2019-12-01;2304608;58,37;3,06;61,43
2020-04-01;2304608;55,92;3,96;59,88
2020-08-01;2304608;52,61;3,88;56,49
2020-12-01;2304608;49,50;3,08;52,58
2021-04-01;2304608;53,44;2,94;56,38
2018-04-01;2304657;47,42;1,81;49,23
2018-08-01;2304657;52,35;2,07;54,42
2018-12-01;2304657;62,35;1,99;64,34
2019-04-01;2304657;53,25;2,09;55,34
2019-08-01;2304657;52,07;1,94;54,01
2019-12-01;2304657;52,73;2,13;54,86
2020-04-01;2304657;56,58;2,21;58,79
2020-08-01;2304657;70,72;2,78;73,50
2020-12-01;2304657;55,79;2,08;57,87
2021-04-01;2304657;53,76;;
2018-04-01;2304707;50,65;2,45;53,10
2018-08-01;2304707;50,96;2,30;53,26
2018-12-01;2304707;51,32;2,26;53,58
2019-04-01;2304707;48,07;2,19;50,26
2019-08-01;2304707;47,85;2,23;50,08
2019-12-01;2304707;48,61;2,23;50,84
2020-04-01;2304707;50,08;2,26;52,34
2020-08-01;2304707;47,51;2,14;49,65
2020-12-01;2304707;50,50;2,24;52,74
2021-04-01;2304707;48,38;2,10;50,48
2018-04-01;2304806;50,85;3,32;54,17
2018-08-01;2304806;48,42;3,06;51,48
2018-12-01;2304806;53,93;3,23;57,16
2019-04-01;2304806;51,47;3,16;54,63
2019-08-01;2304806;57,98;3,08;61,06
2019-12-01;2304806;56,66;2,90;59,56
2020-04-01;2304806;55,80;2,87;58,67
2020-08-01;2304806;57,54;2,95;60,49
2020-12-01;2304806;53,49;2,91;56,40
2021-04-01;2304806;53,05;2,83;55,88
2019-04-01;2304905;51,05;2,99;54,04
2019-08-01;2304905;52,19;3,13;55,32
2019-12-01;2304905;51,03;2,99;54,02
2021-04-01;2304905;47,95;2,72;50,67
2018-04-01;2304954;69,06;3,21;72,27
2018-08-01;2304954;63,11;3,04;66,15
2018-12-01;2304954;59,40;3,05;62,45
2019-04-01;2304954;57,28;2,92;60,20
2019-08-01;2304954;58,46;2,91;61,37
2019-12-01;2304954;57,33;2,87;60,20
2020-04-01;2304954;56,61;2,91;59,52
2020-08-01;2304954;55,14;2,86;58,00
2020-12-01;2304954;57,95;2,84;60,79
2021-04-01;2304954;63,96;2,75;66,71
2018-04-01;2305001;38,03;1,81;39,84
2018-08-01;2305001;35,60;1,81;37,41
2018-12-01;2305001;45,58;2,37;47,95
2019-04-01;2305001;46,79;2,33;49,12
2019-08-01;2305001;46,65;2,24;48,89
2019-12-01;2305001;46,37;2,14;48,51
2020-04-01;2305001;48,59;2,27;50,86
2020-08-01;2305001;51,38;2,24;53,62
2020-12-01;2305001;52,30;2,09;54,39
2021-04-01;2305001;51,41;1,91;53,32
2018-04-01;2305100;50,57;2,34;52,91
2018-08-01;2305100;66,51;2,94;69,45
2018-12-01;2305100;58,83;2,71;61,54
2019-04-01;2305100;55,59;2,61;58,20
2019-08-01;2305100;53,09;2,57;55,66
2019-12-01;2305100;55,53;2,70;58,23
2020-04-01;2305100;57,04;2,73;59,77
2020-08-01;2305100;55,78;2,75;58,53
2020-12-01;2305100;53,91;2,67;56,58
2021-04-01;2305100;51,89;2,46;54,35
2018-04-01;2305209;52,47;2,75;55,22
2018-08-01;2305209;51,87;2,37;54,24
2018-12-01;2305209;52,97;2,79;55,76
2019-04-01;2305209;50,57;2,75;53,32
2019-08-01;2305209;52,39;2,65;55,04
2019-12-01;2305209;53,42;2,52;55,94
2020-04-01;2305209;52,26;2,54;54,80
2020-08-01;2305209;49,34;2,44;51,78
2020-12-01;2305209;51,85;2,51;54,36
2021-04-01;2305209;48,66;;
2018-04-01;2305233;62,05;3,55;65,60
2018-08-01;2305233;60,91;3,32;64,23
2018-12-01;2305233;53,76;3,24;57,00
2019-04-01;2305233;50,32;3,09;53,41
2019-08-01;2305233;50,45;3,12;53,57
2019-12-01;2305233;51,30;3,06;54,36
2020-04-01;2305233;47,54;2,79;50,33
2020-08-01;2305233;49,39;2,84;52,23
2020-12-01;2305233;51,94;2,95;54,89
2021-04-01;2305233;53,65;2,95;56,60
2018-04-01;2305266;65,99;2,93;68,92
2018-08-01;2305266;62,05;2,83;64,88
2018-12-01;2305266;61,23;2,81;64,04
2019-04-01;2305266;59,69;2,71;62,40
2019-08-01;2305266;60,83;2,72;63,55
2019-12-01;2305266;60,29;2,70;62,99
2020-04-01;2305266;59,93;2,64;62,57
2020-08-01;2305266;60,53;2,54;63,07
2020-12-01;2305266;68,20;2,60;70,80
2021-04-01;2305266;68,77;2,37;71,14
2019-04-01;2305308;55,25;2,30;57,55
2019-08-01;2305308;52,35;2,41;54,76
2019-12-01;2305308;53,75;2,35;56,10
2021-04-01;2305308;54,32;2,09;56,41
2018-04-01;2305332;52,51;2,61;55,12
2018-08-01;2305332;51,49;2,48;53,97
2018-12-01;2305332;47,13;2,25;49,38
2019-04-01;2305332;50,79;2,19;52,98
2019-08-01;2305332;47,61;2,05;49,66
2019-12-01;2305332;52,25;2,24;54,49
2020-04-01;2305332;54,42;2,09;56,51
2020-08-01;2305332;57,58;2,13;59,71
2020-12-01;2305332;58,16;0,46;58,62
2021-04-01;2305332;56,45;2,09;58,54
2018-04-01;2305357;56,15;2,55;58,70
2018-08-01;2305357;54,63;2,50;57,13
2018-12-01;2305357;53,87;2,41;56,28
2019-04-01;2305357;55,47;2,39;57,86
2019-08-01;2305357;53,65;2,34;55,99
2019-12-01;2305357;53,97;2,44;56,41
2020-04-01;2305357;55,33;2,53;57,86
2020-08-01;2305357;58,99;2,66;61,65
2020-12-01;2305357;58,55;2,64;61,19
2021-04-01;2305357;54,86;2,54;57,40
2018-04-01;2305407;44,36;1,68;46,04
2018-08-01;2305407;42,70;1,66;44,36
2018-12-01;2305407;38,61;1,52;40,13
2019-04-01;2305407;49,39;1,89;51,28
2019-08-01;2305407;48,61;1,86;50,47
2019-12-01;2305407;49,76;1,92;51,68
2020-04-01;2305407;50,19;1,88;52,07
2020-08-01;2305407;48,76;1,76;50,52
2020-12-01;2305407;47,94;1,73;49,67
2021-04-01;2305407;53,87;1,65;55,52
2018-04-01;2305506;52,65;2,09;54,74
2018-08-01;2305506;48,68;2,06;50,74
2018-12-01;2305506;54,31;2,21;56,52
2019-04-01;2305506;52,45;1,74;54,19
2019-08-01;2305506;53,52;1,81;55,33
2019-12-01;2305506;53,99;1,76;55,75
2020-04-01;2305506;47,93;1,72;49,65
2020-08-01;2305506;49,97;1,67;51,64
2020-12-01;2305506;48,08;1,58;49,66
2021-04-01;2305506;47,06;1,63;48,69
2018-04-01;2305605;63,32;3,25;66,57
2018-08-01;2305605;60,45;3,12;63,57
2018-12-01;2305605;60,48;3,16;63,64
2019-04-01;2305605;59,85;3,13;62,98
2019-08-01;2305605;59,13;3,15;62,28
2019-12-01;2305605;56,88;3,12;60,00
2020-04-01;2305605;57,22;3,07;60,29
2020-08-01;2305605;55,56;2,95;58,51
2020-12-01;2305605;55,06;2,87;57,93
2021-04-01;2305605;50,63;2,74;53,37
2018-04-01;2305704;62,02;3,17;65,19
2018-08-01;2305704;60,67;2,96;63,63
2018-12-01;2305704;62,72;3,03;65,75
2019-04-01;2305704;60,15;2,86;63,01
2019-08-01;2305704;60,08;2,95;63,03
2019-12-01;2305704;59,31;2,97;62,28
2020-04-01;2305704;58,62;2,94;61,56
2020-08-01;2305704;57,44;2,84;60,28
2020-12-01;2305704;55,84;2,76;58,60
2021-04-01;2305704;54,41;2,68;57,09
2018-04-01;2305803;51,60;2,19;53,79
2018-08-01;2305803;50,47;;
2018-12-01;2305803;49,45;1,98;51,43
2019-04-01;2305803;51,34;1,98;53,32
2019-08-01;2305803;55,44;2,14;57,58
2019-12-01;2305803;53,36;1,85;55,21
2020-04-01;2305803;51,89;;
2020-08-01;2305803;47,97;1,72;49,69
2020-12-01;2305803;43,96;1,69;45,65
2021-04-01;2305803;46,49;1,80;48,29
2018-04-01;2305902;57,91;2,21;60,12
2018-08-01;2305902;56,16;2,05;58,21
2018-12-01;2305902;52,71;2,20;54,91
2019-04-01;2305902;48,42;2,13;50,55
2019-08-01;2305902;50,91;2,15;53,06
2019-12-01;2305902;52,54;2,04;54,58
2020-04-01;2305902;52,36;1,97;54,33
2020-08-01;2305902;51,09;1,92;53,01
2020-12-01;2305902;53,12;1,87;54,99
2021-04-01;2305902;51,93;1,79;53,72
2018-04-01;2306009;59,88;3,52;63,40
2018-08-01;2306009;53,86;3,56;57,42
2018-12-01;2306009;56,77;3,53;60,30
2019-04-01;2306009;53,19;3,45;56,64
2019-08-01;2306009;62,36;3,46;65,82
2019-12-01;2306009;53,58;3,26;56,84
2020-04-01;2306009;55,89;3,33;59,22
2020-08-01;2306009;52,29;3,25;55,54
2020-12-01;2306009;52,70;3,31;56,01
2021-04-01;2306009;53,82;3,16;56,98
2018-04-01;2306108;50,34;2,34;52,68
2018-08-01;2306108;52,88;2,31;55,19
2018-12-01;2306108;50,20;2,20;52,40
2019-04-01;2306108;50,21;2,18;52,39
2019-08-01;2306108;48,68;2,13;50,81
2019-12-01;2306108;47,98;2,10;50,08
2020-04-01;2306108;48,89;2,04;50,93
2020-08-01;2306108;46,15;1,91;48,06
2020-12-01;2306108;48,36;1,95;50,31
2021-04-01;2306108;46,00;1,98;47,98
2018-04-01;2306207;53,74;2,99;56,73
2018-08-01;2306207;58,92;3,31;62,23
2018-12-01;2306207;57,33;3,21;60,54
2019-04-01;2306207;52,13;3,05;55,18
2019-08-01;2306207;50,82;2,94;53,76
2019-12-01;2306207;47,57;2,65;50,22
2020-04-01;2306207;48,24;2,83;51,07
2020-08-01;2306207;48,99;2,86;51,85
2020-12-01;2306207;53,18;3,01;56,19
2021-04-01;2306207;52,98;2,89;55,87
2018-04-01;2306256;52,30;2,52;54,82
2018-08-01;2306256;50,32;2,47;52,79
2018-12-01;2306256;52,72;2,45;55,17
2019-04-01;2306256;52,75;2,37;55,12
2019-08-01;2306256;51,61;2,30;53,91
2019-12-01;2306256;46,75;2,37;49,12
2020-04-01;2306256;48,90;2,56;51,46
2020-08-01;2306256;51,19;2,46;53,65
2020-12-01;2306256;53,12;2,31;55,43
2021-04-01;2306256;53,31;2,18;55,49
2018-04-01;2306306;65,59;2,14;67,73
2018-08-01;2306306;61,64;2,23;63,87
2018-12-01;2306306;59,89;2,41;62,30
2019-04-01;2306306;59,03;2,42;61,45
2019-08-01;2306306;53,80;2,47;56,27
2019-12-01;2306306;53,81;2,47;56,28
2020-04-01;2306306;54,75;2,46;57,21
2020-08-01;2306306;60,22;2,43;62,65
2020-12-01;2306306;62,38;2,42;64,80
2021-04-01;2306306;59,88;2,36;62,24
2018-04-01;2306405;53,79;1,50;55,29
2018-08-01;2306405;52,49;1,45;53,94
2018-12-01;2306405;52,30;1,45;53,75
2019-04-01;2306405;51,40;1,41;52,81
2019-08-01;2306405;51,98;1,38;53,36
2019-12-01;2306405;48,65;1,32;49,97
2020-04-01;2306405;49,77;1,33;51,10
2020-08-01;2306405;45,13;1,27;46,40
2020-12-01;2306405;50,30;1,27;51,57
2021-04-01;2306405;47,64;1,25;48,89
2018-04-01;2306504;43,36;2,19;45,55
2018-08-01;2306504;63,57;3,27;66,84
2018-12-01;2306504;61,44;3,32;64,76
2019-04-01;2306504;58,88;3,15;62,03
2019-08-01;2306504;58,57;3,21;61,78
2019-12-01;2306504;55,52;3,07;58,59
2020-04-01;2306504;55,33;3,19;58,52
2020-08-01;2306504;51,98;3,05;55,03
2020-12-01;2306504;49,94;3,11;53,05
2021-04-01;2306504;49,06;2,98;52,04
2018-04-01;2306553;52,19;2,51;54,70
2018-08-01;2306553;47,09;2,60;49,69
2018-12-01;2306553;54,70;2,10;56,80
2019-04-01;2306553;45,88;1,99;47,87
2019-08-01;2306553;42,75;1,89;44,64
2019-12-01;2306553;41,65;1,89;43,54
2020-04-01;2306553;45,38;2,07;47,45
2020-08-01;2306553;46,78;2,22;49,00
2020-12-01;2306553;48,39;2,41;50,80
2021-04-01;2306553;49,10;2,38;51,48
2020-04-01;2306603;37,73;2,10;39,83
2020-08-01;2306603;35,83;2,02;37,85
2020-12-01;2306603;37,69;2,01;39,70
2021-04-01;2306603;40,14;1,92;42,06
2018-04-01;2306702;52,60;3,28;55,88
2018-08-01;2306702;50,46;3,01;53,47
2018-12-01;2306702;39,84;2,52;42,36
2019-04-01;2306702;38,99;2,45;41,44
2019-08-01;2306702;42,38;2,50;44,88
2019-12-01;2306702;49,43;3,00;52,43
2020-04-01;2306702;48,20;2,93;51,13
2020-08-01;2306702;45,43;2,65;48,08
2020-12-01;2306702;43,80;2,71;46,51
2021-04-01;2306702;44,15;2,80;46,95
2018-04-01;2306801;63,74;3,18;66,92
2018-08-01;2306801;58,52;2,96;61,48
2018-12-01;2306801;58,37;2,87;61,24
2019-04-01;2306801;59,97;2,89;62,86
2019-08-01;2306801;61,42;2,91;64,33
2019-12-01;2306801;59,61;2,91;62,52
2020-04-01;2306801;57,69;2,69;60,38
2020-08-01;2306801;57,59;2,65;60,24
2020-12-01;2306801;60,88;2,60;63,48
2021-04-01;2306801;61,99;2,68;64,67
2018-04-01;2307007;60,20;2,83;63,03
2018-08-01;2307007;54,80;2,77;57,57
2018-12-01;2307007;53,81;2,74;56,55
2019-04-01;2307007;51,50;2,64;54,14
2019-08-01;2307007;48,87;2,34;51,21
2019-12-01;2307007;47,88;2,22;50,10
2020-04-01;2307007;;2,32;
2020-08-01;2307007;50,60;2,46;53,06
2020-12-01;2307007;52,19;2,44;54,63
2021-04-01;2307007;50,15;2,45;52,60
2018-04-01;2307106;70,82;2,86;73,68
2018-08-01;2307106;66,28;2,65;68,93
2018-12-01;2307106;65,36;2,55;67,91
2019-04-01;2307106;65,14;2,47;67,61
2019-08-01;2307106;66,50;2,44;68,94
2019-12-01;2307106;65,01;2,36;67,37
2020-04-01;2307106;66,91;2,33;69,24
2020-08-01;2307106;66,92;2,26;69,18
2020-12-01;2307106;71,02;2,35;73,37
2021-04-01;2307106;67,40;2,17;69,57
2018-04-01;2307205;52,79;2,88;55,67
2018-08-01;2307205;52,93;2,82;55,75
2018-12-01;2307205;53,78;2,89;56,67
2019-04-01;2307205;53,88;3,03;56,91
2019-08-01;2307205;53,99;2,81;56,80
2019-12-01;2307205;53,81;2,46;56,27
2020-04-01;2307205;53,81;2,49;56,30
2020-08-01;2307205;53,96;2,49;56,45
2020-12-01;2307205;57,73;2,70;60,43
2021-04-01;2307205;51,68;2,53;54,21
2018-04-01;2307254;50,94;2,75;53,69
2018-08-01;2307254;48,61;2,03;50,64
2018-12-01;2307254;45,76;2,48;48,24
2019-04-01;2307254;49,46;2,35;51,81
2019-08-01;2307254;55,58;2,40;57,98
2019-12-01;2307254;59,99;2,44;62,43
2020-04-01;2307254;57,61;2,44;60,05
2020-08-01;2307254;57,18;2,41;59,59
2020-12-01;2307254;58,95;2,39;61,34
2021-04-01;2307254;52,29;2,21;54,50
2018-04-01;2307304;43,50;1,85;45,35
2018-08-01;2307304;43,32;1,86;45,18
2018-12-01;2307304;53,90;2,42;56,32
2019-04-01;2307304;51,86;2,37;54,23
2019-08-01;2307304;52,29;2,42;54,71
2019-12-01;2307304;52,97;2,25;55,22
2020-04-01;2307304;56,11;2,13;58,24
2020-08-01;2307304;56,62;2,18;58,80
2020-12-01;2307304;60,24;2,22;62,46
2021-04-01;2307304;55,68;2,15;57,83
2018-04-01;2307403;48,85;2,34;51,19
2018-08-01;2307403;48,66;2,31;50,97
2018-12-01;2307403;48,72;2,33;51,05
2019-04-01;2307403;35,17;1,68;36,85
2019-08-01;2307403;35,45;1,67;37,12
2019-12-01;2307403;36,04;1,92;37,96
2020-04-01;2307403;50,85;2,32;53,17
2020-08-01;2307403;51,39;2,30;53,69
2020-12-01;2307403;52,17;2,25;54,42
2021-04-01;2307403;51,48;2,22;53,70
2018-04-01;2307502;48,79;2,56;51,35
2018-08-01;2307502;50,26;2,49;52,75
2018-12-01;2307502;49,00;2,32;51,32
2019-04-01;2307502;50,28;2,46;52,74
2019-08-01;2307502;54,55;2,67;57,22
2019-12-01;2307502;58,17;2,72;60,89
2020-04-01;2307502;57,95;2,80;60,75
2020-08-01;2307502;55,86;2,79;58,65
2020-12-01;2307502;50,43;2,73;53,16
2021-04-01;2307502;50,98;2,69;53,67
2018-04-01;2307601;50,51;3,02;53,53
2018-08-01;2307601;49,75;3,07;52,82
2018-12-01;2307601;46,21;2,90;49,11
2019-04-01;2307601;42,00;2,57;44,57
2019-08-01;2307601;40,69;2,53;43,22
2019-12-01;2307601;42,66;2,58;45,24
2020-04-01;2307601;45,64;2,72;48,36
2020-08-01;2307601;43,36;2,55;45,91
2020-12-01;2307601;43,49;2,52;46,01
2021-04-01;2307601;40,90;2,33;43,23
2018-04-01;2307635;62,68;3,21;65,89
2018-08-01;2307635;60,88;3,02;63,90
2018-12-01;2307635;62,82;3,32;66,14
2019-04-01;2307635;61,87;3,21;65,08
2019-08-01;2307635;61,79;3,07;64,86
2019-12-01;2307635;56,01;2,79;58,80
2020-04-01;2307635;54,81;2,93;57,74
2020-08-01;2307635;53,80;2,95;56,75
2020-12-01;2307635;56,02;3,05;59,07
2021-04-01;2307635;54,63;2,86;57,49
2018-04-01;2307650;55,58;2,85;58,43
2018-08-01;2307650;53,80;2,88;56,68
2018-12-01;2307650;52,92;2,77;55,69
2019-04-01;2307650;53,78;2,78;56,56
2019-08-01;2307650;51,32;2,75;54,07
2019-12-01;2307650;52,95;2,68;55,63
2020-04-01;2307650;54,45;2,69;57,14
2020-08-01;2307650;54,81;2,68;57,49
2020-12-01;2307650;56,14;2,77;58,91
2021-04-01;2307650;54,66;2,68;57,34
2018-04-01;2307700;65,96;2,58;68,54
2018-08-01;2307700;63,07;2,49;65,56
2018-12-01;2307700;59,93;2,19;62,12
2019-04-01;2307700;52,45;2,08;54,53
2019-08-01;2307700;53,10;2,07;55,17
2019-12-01;2307700;52,21;2,05;54,26
2020-04-01;2307700;56,90;2,02;58,92
2020-08-01;2307700;53,43;2,01;55,44
2020-12-01;2307700;53,66;2,17;55,83
2021-04-01;2307700;52,68;2,12;54,80
2018-04-01;2307908;63,26;2,65;65,91
2018-08-01;2307908;59,42;2,53;61,95
2018-12-01;2307908;58,29;2,68;60,97
2019-04-01;2307908;56,03;2,59;58,62
2019-08-01;2307908;54,47;2,57;57,04
2019-12-01;2307908;51,96;2,37;54,33
2020-04-01;2307908;53,92;2,33;56,25
2020-08-01;2307908;55,19;2,33;57,52
2020-12-01;2307908;56,78;2,35;59,13
2021-04-01;2307908;53,11;2,27;55,38
2019-04-01;2308005;63,31;2,62;65,93
2019-08-01;2308005;62,08;2,56;64,64
2019-12-01;2308005;58,81;2,39;61,20
2020-04-01;2308005;61,82;2,39;64,21
2020-08-01;2308005;57,54;2,31;59,85
2020-12-01;2308005;56,47;2,27;58,74
2021-04-01;2308005;57,97;2,28;60,25
2018-04-01;2308104;52,97;2,43;55,40
2018-08-01;2308104;51,93;2,26;54,19
2018-12-01;2308104;53,32;2,27;55,59
2019-04-01;2308104;53,74;2,30;56,04
2019-08-01;2308104;53,33;2,35;55,68
2019-12-01;2308104;53,93;2,36;56,29
2020-04-01;2308104;52,87;2,27;55,14
2020-08-01;2308104;53,97;2,30;56,27
2020-12-01;2308104;55,40;2,21;57,61
2021-04-01;2308104;57,89;2,14;60,03
2018-04-01;2308203;54,09;2,66;56,75
2018-08-01;2308203;49,33;2,50;51,83
2018-12-01;2308203;51,64;2,68;54,32
2019-04-01;2308203;51,14;2,79;53,93
2019-08-01;2308203;54,35;2,97;57,32
2019-12-01;2308203;52,18;2,79;54,97
2021-04-01;2308203;57,34;2,54;59,88
2018-04-01;2308302;50,27;2,45;52,72
2018-08-01;2308302;46,00;2,48;48,48
2018-12-01;2308302;49,24;2,56;51,80
2019-04-01;2308302;49,87;2,42;52,29
2019-08-01;2308302;51,02;2,30;53,32
2019-12-01;2308302;50,27;2,19;52,46
2020-04-01;2308302;53,59;2,27;55,86
2020-08-01;2308302;52,16;2,16;54,32
2020-12-01;2308302;52,90;2,14;55,04
2021-04-01;2308302;44,72;2,21;46,93
2021-04-01;2308351;62,52;2,55;65,07
2018-04-01;2308377;71,28;2,69;73,97
2018-08-01;2308377;66,79;38,10;104,89
2018-12-01;2308377;70,99;2,71;73,70
2019-04-01;2308377;65,18;2,56;67,74
2019-08-01;2308377;68,99;2,51;71,50
2019-12-01;2308377;65,09;2,39;67,48
2020-04-01;2308377;;2,36;
2020-08-01;2308377;61,00;2,26;63,26
2020-12-01;2308377;63,65;2,64;66,29
2021-04-01;2308377;57,97;2,22;60,19
2018-04-01;2308401;41,38;1,96;43,34
2018-08-01;2308401;52,58;1,95;54,53
2018-12-01;2308401;52,22;1,97;54,19
2019-04-01;2308401;46,22;2,10;48,32
2019-08-01;2308401;58,30;2,18;60,48
2019-12-01;2308401;53,76;2,22;55,98
2020-04-01;2308401;57,77;2,26;60,03
2020-08-01;2308401;56,89;2,16;59,05
2020-12-01;2308401;53,95;2,17;56,12
2021-04-01;2308401;53,34;;
2018-04-01;2308500;54,00;2,53;56,53
2018-08-01;2308500;51,24;2,45;53,69
2018-12-01;2308500;53,69;2,47;56,16
2019-04-01;2308500;52,41;2,28;54,69
2019-08-01;2308500;51,97;2,30;54,27
2019-12-01;2308500;46,28;1,98;48,26
2020-04-01;2308500;46,36;2,00;48,36
2020-08-01;2308500;47,26;2,02;49,28
2020-12-01;2308500;53,47;2,22;55,69
2021-04-01;2308500;51,88;2,10;53,98
2018-04-01;2308609;54,45;0,97;55,42
2018-08-01;2308609;52,24;;
2018-12-01;2308609;56,39;2,61;59,00
2019-04-01;2308609;57,34;2,61;59,95
2019-08-01;2308609;53,30;2,58;55,88
2019-12-01;2308609;51,60;2,53;54,13
2020-04-01;2308609;50,61;3,02;53,63
2020-08-01;2308609;43,31;2,16;45,47
2020-12-01;2308609;48,81;2,48;51,29
2021-04-01;2308609;46,40;2,48;48,88
2018-04-01;2308708;57,95;2,52;60,47
2018-08-01;2308708;53,77;2,33;56,10
2018-12-01;2308708;42,58;1,87;44,45
2019-04-01;2308708;39,58;1,77;41,35
2019-08-01;2308708;40,77;1,81;42,58
2019-12-01;2308708;48,85;2,33;51,18
2020-04-01;2308708;49,68;2,29;51,97
2020-08-01;2308708;48,67;2,22;50,89
2020-12-01;2308708;52,33;2,28;54,61
2021-04-01;2308708;50,01;2,20;52,21
2018-04-01;2308807;55,65;3,41;59,06
2018-08-01;2308807;52,89;3,22;56,11
2018-12-01;2308807;48,76;2,96;51,72
2018-04-01;2308906;47,24;3,24;50,48
2018-08-01;2308906;39,70;3,04;42,74
2018-12-01;2308906;40,47;3,33;43,80
2019-04-01;2308906;44,00;3,15;47,15
2019-08-01;2308906;48,64;3,27;51,91
2019-12-01;2308906;53,01;3,15;56,16
2020-04-01;2308906;51,96;3,14;55,10
2020-08-01;2308906;48,46;2,93;51,39
2020-12-01;2308906;49,62;2,86;52,48
2021-04-01;2308906;45,99;2,70;48,69
2018-04-01;2309102;46,04;2,56;48,60
2018-08-01;2309102;47,59;2,45;50,04
2018-12-01;2309102;64,64;3,04;67,68
2019-04-01;2309102;66,65;3,11;69,76
2019-08-01;2309102;64,33;2,94;67,27
2019-12-01;2309102;62,53;3,15;65,68
2020-04-01;2309102;67,88;2,97;70,85
2020-08-01;2309102;67,86;2,98;70,84
2020-12-01;2309102;62,65;2,89;65,54
